"SampleID: "" ""Batch Name: plate_P1 Batch Description: <NONE>",,,,,,,,
EventNo,RID,DBL,DD,RP1,CL1,CL2,Aux1,TIME
1345,0,0,21688,23546,245,665,0,3157
1346,21,1,13638,50,656,193,0,3157
1347,36,1,12554,136,672,608,0,3157
1348,34,1,9516,18776,230,619,0,3157
1349,51,1,12294,43,130,1774,0,3157
1350,0,1,11839,18911,154,747,0,3157
1351,19,1,12158,5,234,227,0,3157
1352,0,0,25485,14,695,1194,1,3157
1353,78,1,12159,41,4091,5519,0,3157
1354,28,1,13743,15,709,378,1,3157
1355,12,1,8951,24,128,116,0,3157
1356,38,1,15581,4,2252,613,0,3157
1357,19,1,8812,10,226,222,1,3157
1358,15,1,11416,13,677,111,0,3157
1359,0,0,23188,122,1299,392,0,3157
1360,29,1,10408,12,1340,375,0,3157
1361,33,1,10088,28,134,670,3,3157
1362,51,1,13795,62,140,1912,0,3157
1363,77,1,10918,11,2291,5607,0,3157
1364,56,1,15684,10,2273,1908,0,3157
1365,27,1,10510,2,344,307,0,3157
1366,34,1,13721,11,232,614,0,3157
1367,27,1,9021,11,386,362,0,3157
1368,27,1,9188,3,392,362,0,3204
1369,63,1,13227,8,428,3148,0,3204
1370,15,1,11288,8,653,107,0,3204
1371,77,1,14953,13,2431,5633,0,3204
1372,34,1,9810,13,207,613,0,3204
1373,20,1,13063,4,378,204,0,3204
1374,34,1,11713,4,233,652,2,3204
1375,0,0,6746,6,224,1078,0,3204
1376,13,1,9916,20,226,117,0,3204
1377,55,1,15072,35,1206,1809,0,3204
1378,0,1,16833,3087,423,2199,0,3204
1379,43,1,9793,4,240,1097,0,3204
1380,0,1,19688,13,755,1270,0,3204
1381,38,1,9647,1,2506,681,0,3204
1382,26,1,8206,7,212,380,2,3204
1383,34,1,14045,8,215,596,1,3204
1384,51,1,7881,55,120,1826,0,3204
1385,34,1,11799,5,230,616,0,3204
1386,28,1,12993,17,703,377,0,3204
1387,19,1,12403,10,216,210,0,3204
1388,51,1,12725,59,131,1824,0,3204
1389,13,1,11254,33,225,120,0,3204
1390,22,1,11253,27,1334,210,0,3204
1391,52,1,10032,13521,211,1742,0,3204
1392,0,0,22606,6,2827,756,0,3250
1393,61,1,10220,7,129,3294,0,3250
1394,55,1,16012,36,1322,1959,0,3250
1395,43,1,12327,4,234,1071,0,3250
1396,12,1,11426,36,131,120,0,3250
1397,28,1,13839,12,700,375,0,3250
1398,0,0,6817,31,223,124,0,3250
1399,13,1,15050,22,222,111,0,3250
1400,51,1,19567,81,135,1835,0,3250
1401,56,1,12591,10,2279,1874,0,3250
1402,43,1,10149,13263,228,1044,0,3250
1403,35,1,13099,8,404,642,0,3250
1404,54,1,9968,5,691,1800,0,3250
1405,0,0,6026,8,11,0,0,3250
1406,22,1,15890,33,1266,203,0,3250
1407,51,1,9608,7398,128,1745,0,3250
1408,33,1,9650,43,122,637,0,3250
1409,34,1,18892,8,240,661,0,3250
1410,36,1,10848,17,714,623,0,3250
1411,61,1,13361,10,134,3005,0,3250
1412,78,1,12194,48,4069,5760,0,3250
1413,22,1,13203,25,1226,199,0,3250
1414,13,1,14248,29,238,126,2,3250
1415,61,1,12604,16,124,3003,0,3250
1416,36,1,13064,40,729,666,0,3313
1417,51,1,13074,51,128,1724,0,3313
1418,78,1,12276,47,4147,5457,0,3313
1419,25,1,8718,8,118,346,0,3313
1420,13,1,13873,17,244,123,0,3313
1421,0,0,7141,44,1257,1826,0,3313
1422,15,1,11625,6,724,116,0,3313
1423,12,1,9999,7,126,114,0,3313
1424,63,1,9809,6,418,3170,0,3313
1425,26,1,12023,6,216,355,0,3313
1426,55,1,13304,41,1352,1886,0,3313
1427,33,1,13366,22,141,697,0,3313
1428,12,1,9828,14,118,109,0,3313
1429,0,1,13172,9065,316,94,0,3313
1430,54,1,10245,14,661,1709,0,3313
1431,78,1,10675,54,4016,5748,1,3313
1432,26,1,15572,16,233,369,1,3313
1433,20,1,14684,1,388,216,0,3313
1434,30,1,9443,27,2075,337,0,3313
1435,12,1,12090,24,127,116,0,3313
1436,21,1,13251,58,732,219,0,3313
1437,12,1,13359,14,130,114,0,3313
1438,51,1,10161,48,129,1704,0,3313
1439,38,1,10750,3,2431,651,0,3313
1440,21,1,9937,7753,728,216,0,3375
1441,22,1,12749,33,1281,204,0,3375
1442,34,1,8553,7,228,604,0,3375
1443,0,0,6111,1,7,0,0,3375
1444,26,1,11524,9161,221,360,0,3375
1445,15,1,12408,3,709,111,0,3375
1446,54,1,12080,11,699,1815,0,3375
1447,22,1,10187,29,1255,208,0,3375
1448,63,1,7676,7,383,3171,0,3375
1449,43,1,12068,14,234,1075,0,3375
1450,20,1,9223,7,412,229,2,3375
1451,27,1,10989,4,419,362,0,3375
1452,12,1,12190,4354,124,116,0,3375
1453,35,1,15155,10,409,675,0,3375
1454,56,1,9645,5,2256,1812,0,3375
1455,0,1,11942,13,265,453,1,3375
1456,21,1,14466,7032,679,204,1,3375
1457,35,1,13892,6,408,675,0,3375
1458,29,1,8466,3,1305,366,0,3375
1459,26,1,11476,8,209,352,0,3375
1460,14,1,19662,5,407,122,0,3375
1461,78,1,10049,8989,3912,5483,0,3375
1462,38,1,10726,8,2183,595,0,3375
1463,19,1,16176,70,227,216,0,3375
1464,51,1,16154,89,131,1823,0,3422
1465,77,1,10207,4,2487,6021,0,3422
1466,43,1,9904,355,230,1081,0,3422
1467,54,1,12871,6,736,1835,0,3422
1468,78,1,10928,67,4374,6034,0,3422
1469,52,1,11157,12,221,1863,0,3422
1470,55,1,13980,49,1241,1821,0,3422
1471,77,1,14360,9,2386,6035,0,3422
1472,20,1,9132,11,414,228,0,3422
1473,15,1,14043,6,699,109,0,3422
1474,78,1,10444,73,4196,5514,0,3422
1475,29,1,13674,13,1315,370,0,3422
1476,43,1,9569,5,216,1050,0,3422
1477,52,1,11642,8,229,1963,0,3422
1478,27,1,15744,6,416,367,0,3422
1479,18,1,10319,32,118,221,0,3422
1480,0,0,22607,25,528,345,1,3422
1481,20,1,11780,6373,402,218,0,3422
1482,43,1,10701,3,220,1086,0,3422
1483,13,1,7822,8888,222,117,1,3422
1484,25,1,13463,16,128,365,0,3422
1485,30,1,13413,19,2276,358,0,3422
1486,61,1,12144,15,127,3069,0,3422
1487,20,1,8760,10,418,217,0,3422
1488,22,1,15553,21,1266,202,0,3485
1489,29,1,11118,20,1284,359,0,3485
1490,51,1,13449,62,135,1743,1,3485
1491,15,1,11765,3,678,108,0,3485
1492,54,1,10007,11,667,1757,0,3485
1493,54,1,11818,7,698,1824,0,3485
1494,20,1,9464,2,400,225,0,3485
1495,30,1,10692,17,2252,348,1,3485
1496,25,1,14904,14,137,357,0,3485
1497,63,1,12536,12092,394,3294,0,3485
1498,20,1,11777,8,406,230,2,3485
1499,20,1,12150,5,418,221,0,3485
1500,36,1,15562,61,683,641,0,3485
1501,13,1,10678,14,223,123,1,3485
1502,56,1,15090,4,2268,1752,0,3485
1503,29,1,12145,36,1203,343,0,3485
1504,15,1,8201,7,710,118,0,3485
1505,56,1,9361,8,2264,1847,0,3485
1506,25,1,14116,24,142,360,1,3485
1507,54,1,11047,12,671,1751,0,3485
1508,18,1,9166,3,119,219,0,3485
1509,36,1,7745,33,670,608,0,3485
1510,35,1,11811,11,390,644,0,3485
1511,21,1,11514,55,663,193,0,3485
1512,54,1,12912,12,744,1841,0,3516
1513,61,1,13297,6,120,3109,0,3516
1514,28,1,9306,8575,689,386,0,3516
1515,25,1,11462,22716,135,403,0,3516
1516,43,1,12267,11,225,1059,1,3516
1517,77,1,8510,5,2310,5494,0,3516
1518,30,1,13348,34,2090,354,0,3516
1519,36,1,16544,43,728,619,0,3516
1520,55,1,13944,37,1240,1814,0,3516
1521,63,1,9744,10,371,3018,0,3516
1522,36,1,12730,40,731,620,0,3516
1523,19,1,14564,10,238,221,0,3516
1524,12,1,8780,7,122,115,0,3516
1525,30,1,10277,21,2329,367,0,3516
1526,61,1,8689,1,119,3155,0,3516
1527,43,1,12566,4,239,1077,0,3516
1528,78,1,11573,60,4168,5591,0,3516
1529,35,1,12777,8782,428,691,0,3516
1530,52,1,12576,9,212,1769,0,3516
1531,30,1,9598,17,2224,359,0,3516
1532,28,1,15363,43,717,385,0,3516
1533,18,1,14125,46,126,233,1,3516
1534,78,1,13875,56,3813,5360,0,3516
1535,36,1,9907,47,710,643,0,3516
1536,63,1,10680,4,399,3222,0,3594
1537,0,1,8482,1456,14,0,0,3594
1538,61,1,9335,0,129,3066,0,3594
1539,22,1,12910,24,1279,197,0,3594
1540,13,1,10230,10108,222,114,0,3594
1541,20,1,15739,14,387,211,0,3594
1542,13,1,10781,29,228,115,0,3594
1543,14,1,14391,8648,380,115,0,3594
1544,56,1,12931,9,2380,1844,0,3594
1545,21,1,16364,67,710,214,0,3594
1546,13,1,9612,3207,224,123,0,3594
1547,30,1,10831,29,2273,373,0,3594
1548,27,1,10346,5,395,356,0,3594
1549,56,1,9158,6,2347,1819,0,3594
1550,43,1,9101,7,233,1112,0,3594
1551,30,1,10608,19,2212,356,2,3594
1552,33,1,9167,7,133,628,0,3594
1553,36,1,14058,46,729,664,0,3594
1554,34,1,12168,7,215,617,0,3594
1555,36,1,8680,50,643,590,0,3594
1556,77,1,15147,15,2319,5495,2,3594
1557,28,1,12508,15,640,355,2,3594
1558,56,1,11205,10,2414,1841,0,3594
1559,19,1,14584,11,225,199,0,3594
1560,77,1,11236,9,2147,5237,0,3641
1561,22,1,12517,21,1298,205,0,3641
1562,77,1,12114,9,2399,5579,0,3641
1563,43,1,10271,17,227,1011,0,3641
1564,55,1,19858,14636,1269,1829,0,3641
1565,28,1,12643,5365,675,370,0,3641
1566,34,1,10945,5,216,621,0,3641
1567,19,1,11844,9,205,202,0,3641
1568,12,1,13556,12,123,118,0,3641
1569,27,1,14188,15319,405,367,0,3641
1570,54,1,10397,7339,689,1814,0,3641
1571,19,1,12154,10,238,219,0,3641
1572,30,1,11539,19,2268,360,0,3641
1573,63,1,12640,11197,394,3085,0,3641
1574,36,1,11248,40,678,613,0,3641
1575,15,1,9644,14,741,117,0,3641
1576,29,1,12171,19,1303,356,0,3641
1577,56,1,15029,6,2249,1817,1,3641
1578,77,1,9714,5,2241,5644,0,3641
1579,54,1,11826,14807,719,1958,0,3641
1580,54,1,10671,8,667,1764,0,3641
1581,77,1,13391,9,2448,5518,0,3641
1582,21,1,11110,55,654,193,0,3641
1583,51,1,8761,24,120,1809,0,3641
1584,19,1,9220,8,225,215,0,3704
1585,20,1,15257,9,411,222,0,3704
1586,15,1,10816,8,670,109,0,3704
1587,12,1,14506,9,132,110,0,3704
1588,51,1,8651,59,126,1823,0,3704
1589,15,1,11779,18677,681,108,0,3704
1590,27,1,11479,2,393,346,0,3704
1591,77,1,10687,9,2404,5865,0,3704
1592,78,1,15987,71,3967,5390,0,3704
1593,28,1,9433,6,659,365,0,3704
1594,54,1,12436,13,697,1768,0,3704
1595,15,1,12743,15,654,111,0,3704
1596,52,1,9814,4,223,1861,1,3704
1597,22,1,15347,25,1236,200,0,3704
1598,28,1,11933,17,706,370,0,3704
1599,20,1,11874,5,404,226,0,3704
1600,20,1,16167,7298,414,218,0,3704
1601,25,1,12611,16,127,378,0,3704
1602,51,1,14441,44,140,1825,0,3704
1603,30,1,10734,5688,2105,347,0,3704
1604,27,1,9616,0,403,355,0,3704
1605,54,1,14470,14,755,1891,0,3704
1606,56,1,9338,20317,2375,1796,0,3704
1607,13,1,14310,16,205,108,1,3704
1608,43,1,10833,3,216,1076,0,3750
1609,15,1,7581,12,668,111,0,3750
1610,34,1,10544,3,226,639,0,3750
1611,27,1,9886,9,399,355,0,3750
1612,78,1,11718,62,3853,5298,0,3750
1613,15,1,10502,8,671,108,0,3750
1614,19,1,11459,12,191,194,0,3750
1615,29,1,12421,19,1330,366,0,3750
1616,27,1,14306,3,408,356,0,3750
1617,13,1,10599,114,232,125,0,3750
1618,0,1,14158,15,602,4833,0,3750
1619,19,1,15178,13,216,215,0,3750
1620,56,1,14756,5,2323,1859,0,3750
1621,34,1,7869,8,221,658,0,3750
1622,28,1,13092,9549,666,369,0,3750
1623,27,1,16119,17267,343,322,0,3750
1624,38,1,12375,4,2302,636,0,3750
1625,21,1,12475,63,668,202,0,3750
1626,13,1,10636,26,217,119,0,3750
1627,52,1,13652,6,228,1833,0,3750
1628,77,1,9370,5,2254,5526,0,3750
1629,22,1,13655,28,1302,210,0,3750
1630,13,1,9955,9,235,116,0,3750
1631,61,1,12483,10,138,3147,0,3750
1632,13,1,13016,6,238,116,0,3813
1633,28,1,11742,16,669,368,0,3813
1634,19,1,16455,14,219,212,0,3813
1635,26,1,12801,8279,232,369,0,3813
1636,27,1,9213,4,396,350,0,3813
1637,0,0,24588,10,1425,232,0,3813
1638,26,1,10886,1,212,352,0,3813
1639,34,1,19746,0,243,648,0,3813
1640,61,1,13967,18,131,3215,0,3813
1641,38,1,12641,9,2442,641,0,3813
1642,51,1,9038,52,130,1848,0,3813
1643,43,1,9851,3,219,1031,0,3813
1644,15,1,11250,2,749,118,1,3813
1645,27,1,8721,3,387,367,0,3813
1646,77,1,10526,8,2350,5903,0,3813
1647,33,1,12114,13281,133,650,0,3813
1648,55,1,19992,41,1260,1873,0,3813
1649,15,1,14979,8,665,110,0,3813
1650,21,1,11378,178,726,202,0,3813
1651,20,1,9441,4,434,224,0,3813
1652,43,1,11755,5,229,1072,0,3813
1653,0,1,11062,8,272,458,0,3813
1654,18,1,11727,6,122,216,0,3813
1655,0,0,25342,25336,1177,3092,0,3813
1656,38,1,10751,5,2376,651,0,3875
1657,55,1,12601,36,1363,1895,0,3875
1658,27,1,11953,5,389,346,0,3875
1659,43,1,13489,5,227,1100,0,3875
1660,36,1,11398,9781,625,568,0,3875
1661,21,1,11413,34,705,212,0,3875
1662,20,1,12682,8,425,222,0,3875
1663,51,1,12137,44,134,1802,0,3875
1664,15,1,10181,11,678,112,0,3875
1665,78,1,13348,63,3980,5459,0,3875
1666,36,1,11787,33,669,621,0,3875
1667,14,1,15444,17,432,122,0,3875
1668,56,1,10564,5,2265,1706,0,3875
1669,27,1,11568,0,404,350,0,3875
1670,63,1,9590,10,385,3240,0,3875
1671,78,1,16405,42,4060,5311,0,3875
1672,20,1,9552,3,394,208,1,3875
1673,78,1,9743,66,3900,5498,0,3875
1674,33,1,13160,15753,130,649,0,3875
1675,13,1,11822,18,226,117,0,3875
1676,21,1,11014,69,723,222,0,3875
1677,33,1,11727,41,132,678,0,3875
1678,78,1,10958,55,4069,5490,0,3875
1679,26,1,11157,7,210,354,0,3875
1680,35,1,11512,13,424,692,0,3922
1681,26,1,9128,6,209,355,0,3922
1682,29,1,12577,0,1311,365,0,3922
1683,78,1,12289,78,4022,5232,0,3922
1684,20,1,11807,9147,412,223,0,3922
1685,0,1,12199,43,292,630,1,3922
1686,28,1,8166,26,708,383,0,3922
1687,20,1,12256,8,387,210,0,3922
1688,63,1,13517,9,377,3089,0,3922
1689,12,1,11871,43,121,111,0,3922
1690,20,1,11038,5,426,228,1,3922
1691,12,1,9404,12,126,109,0,3922
1692,21,1,10930,50,706,205,0,3922
1693,19,1,10946,14032,235,218,0,3922
1694,18,1,16132,16,124,215,0,3922
1695,55,1,10399,28,1349,2038,0,3922
1696,22,1,10304,15,1143,187,0,3922
1697,27,1,10895,9,377,347,0,3922
1698,43,1,8829,2,236,1111,0,3922
1699,56,1,8817,3,2221,1850,0,3922
1700,26,1,12008,10,222,352,0,3922
1701,15,1,12546,7,745,118,2,3922
1702,51,1,11831,49,132,1885,0,3922
1703,13,1,11653,22,209,105,0,3922
1704,63,1,11801,6,375,3057,0,3985
1705,61,1,12774,10,122,3156,0,3985
1706,33,1,13547,15573,137,617,0,3985
1707,56,1,11894,4,2284,1797,0,3985
1708,36,1,12925,32,747,673,0,3985
1709,34,1,13760,5,224,639,0,3985
1710,18,1,13077,7,123,220,0,3985
1711,54,1,8390,9,695,1832,0,3985
1712,29,1,16363,10,1399,390,0,3985
1713,51,1,9709,41,140,1761,0,3985
1714,20,1,10424,17,417,227,0,3985
1715,35,1,17064,3,430,669,0,3985
1716,0,0,26237,21,2155,780,0,3985
1717,18,1,13321,3,130,236,1,3985
1718,56,1,7846,7,2174,1745,0,3985
1719,26,1,12053,12,176,313,1,3985
1720,43,1,10097,9,213,1031,0,3985
1721,51,1,15131,51,141,1812,0,3985
1722,30,1,9673,16,2214,350,0,3985
1723,35,1,10698,7778,385,643,0,3985
1724,63,1,9283,8,381,3060,0,3985
1725,36,1,8403,14,738,634,0,3985
1726,18,1,10883,15943,114,209,0,3985
1727,22,1,13204,11223,1244,207,0,3985
1728,14,1,10137,5,416,121,0,4016
1729,51,1,13316,45,131,1758,0,4016
1730,36,1,11978,128,701,615,0,4016
1731,19,1,12368,10,224,218,0,4016
1732,43,1,10205,13809,223,1062,0,4016
1733,63,1,10002,7,364,2947,1,4016
1734,27,1,11726,0,420,362,0,4016
1735,52,1,9306,14,212,1794,0,4016
1736,43,1,9926,3,211,1077,0,4016
1737,55,1,12176,12351,1303,1912,0,4016
1738,14,1,14917,4,421,124,0,4016
1739,36,1,13475,8435,713,621,0,4016
1740,30,1,11094,26,2156,351,0,4016
1741,36,1,9376,33,750,640,0,4016
1742,18,1,12020,2,126,235,1,4016
1743,28,1,12984,20,713,360,0,4016
1744,56,1,11139,5,2245,1786,0,4016
1745,15,1,17042,4,746,119,0,4016
1746,35,1,16222,8,397,664,0,4016
1747,63,1,9164,12,365,3029,0,4016
1748,0,1,13007,19,281,468,2,4016
1749,27,1,13590,6,413,394,0,4016
1750,28,1,13157,5,679,374,0,4016
1751,30,1,12382,25,2143,351,0,4016
1752,43,1,12732,7,234,1072,2,4094
1753,55,1,12123,45,1333,1961,0,4094
1754,15,1,11866,17,711,114,0,4094
1755,14,1,11533,7,405,119,0,4094
1756,12,1,8183,9,120,117,0,4094
1757,35,1,14631,10,382,614,0,4094
1758,61,1,10602,8,131,3099,0,4094
1759,25,1,10664,15,134,380,2,4094
1760,38,1,9165,9,2292,630,0,4094
1761,25,1,9803,10,116,336,0,4094
1762,25,1,11144,15,123,346,0,4094
1763,15,1,11877,6,681,113,0,4094
1764,56,1,9432,9,2324,1843,0,4094
1765,29,1,17752,16,1304,379,0,4094
1766,27,1,13727,7,387,361,0,4094
1767,56,1,12078,8,2305,1780,0,4094
1768,36,1,12028,31,710,628,0,4094
1769,20,1,12895,4,405,219,0,4094
1770,56,1,9612,8,2210,1756,0,4094
1771,63,1,8816,9,366,3110,0,4094
1772,22,1,14151,22,1331,213,0,4094
1773,55,1,12009,33,1327,1883,0,4094
1774,22,1,16164,31,1124,180,0,4094
1775,30,1,8007,22,2269,362,0,4094
1776,28,1,13554,28,697,392,0,4157
1777,22,1,13566,23,1179,193,0,4157
1778,15,1,9503,14,724,113,0,4157
1779,15,1,10626,10,677,114,0,4157
1780,26,1,8973,10,207,343,1,4157
1781,18,1,11013,8,120,229,0,4157
1782,30,1,13740,38,2275,361,0,4157
1783,22,1,13797,10336,1250,205,0,4157
1784,56,1,10640,6,2195,1761,0,4157
1785,35,1,14999,10,407,639,0,4157
1786,26,1,9582,8,215,356,0,4157
1787,51,1,13596,67,128,1768,0,4157
1788,38,1,10071,7,2415,646,0,4157
1789,22,1,11032,9945,1203,198,4,4157
1790,26,1,12826,15,221,361,1,4157
1791,28,1,10368,13,715,387,0,4157
1792,30,1,11850,43,2119,342,0,4157
1793,30,1,9818,5351,2251,364,0,4157
1794,38,1,10884,9,2246,603,0,4157
1795,52,1,10836,6,223,1836,0,4157
1796,12,1,16589,18,136,121,0,4157
1797,19,1,13590,17,217,214,1,4157
1798,15,1,13094,4,700,112,0,4157
1799,18,1,12323,6,114,206,0,4157
1800,56,1,10119,4,2297,1848,0,4204
1801,21,1,12763,76,735,220,0,4204
1802,77,1,10111,6,2380,5698,0,4204
1803,15,1,7838,1,760,114,0,4204
1804,18,1,12423,10,129,224,0,4204
1805,38,1,9618,2,2315,659,0,4204
1806,20,1,14716,9,415,227,0,4204
1807,54,1,9450,38,713,1834,0,4204
1808,21,1,14991,64,719,202,2,4204
1809,15,1,14218,19545,714,123,0,4204
1810,20,1,8769,2,401,219,0,4204
1811,26,1,12647,8,224,357,0,4204
1812,12,1,11906,21,139,122,0,4204
1813,36,1,7505,21,661,603,0,4204
1814,29,1,13689,7,1232,334,0,4204
1815,78,1,11679,71,3835,5410,1,4204
1816,13,1,11038,11705,240,117,0,4204
1817,0,1,13785,65,2673,441,0,4204
1818,22,1,9907,25,1358,218,0,4204
1819,20,1,13621,5,406,222,0,4204
1820,51,1,15480,56,145,1831,0,4204
1821,25,1,11000,10,116,343,0,4204
1822,22,1,16138,24,1288,202,0,4204
1823,35,1,10791,0,410,660,0,4204
1824,28,1,11673,14,670,351,0,4266
1825,52,1,12110,4,215,1823,0,4266
1826,12,1,14126,4476,127,114,0,4266
1827,0,0,22959,13,747,1220,0,4266
1828,38,1,11447,6,2416,641,0,4266
1829,13,1,11974,13,222,116,0,4266
1830,33,1,15428,84,138,609,0,4266
1831,12,1,9016,16,111,106,0,4266
1832,12,1,13618,20,142,120,0,4266
1833,15,1,11349,8,744,111,0,4266
1834,30,1,11529,23,2162,357,0,4266
1835,27,1,10636,7,369,345,0,4266
1836,29,1,9653,10,1285,347,0,4266
1837,27,1,10513,6,416,380,0,4266
1838,63,1,14369,4,396,3210,0,4266
1839,27,1,9561,21596,388,361,0,4266
1840,27,1,18444,4,403,377,0,4266
1841,38,1,12818,7,2245,606,0,4266
1842,0,0,7320,3,417,234,0,4266
1843,25,1,10424,23655,127,385,1,4266
1844,19,1,11750,40,235,226,0,4266
1845,43,1,12934,3,233,1117,0,4266
1846,29,1,12026,10,1284,362,0,4266
1847,15,1,12895,7,721,117,3,4266
1848,21,1,13929,77,683,202,0,4313
1849,52,1,12896,12,209,1857,0,4313
1850,56,1,8097,10,2407,1843,1,4313
1851,12,1,16373,34,139,119,0,4313
1852,54,1,14253,24,673,1736,0,4313
1853,55,1,10641,42,1276,1897,0,4313
1854,19,1,15313,5,239,226,0,4313
1855,55,1,11648,56,1250,1913,0,4313
1856,29,1,12643,17,1334,372,0,4313
1857,63,1,12911,8,358,2922,0,4313
1858,34,1,14224,3,215,621,0,4313
1859,56,1,10862,3,2212,1741,3,4313
1860,78,1,11943,73,3832,5323,1,4313
1861,52,1,14879,4,210,1834,0,4313
1862,18,1,17009,6,132,225,0,4313
1863,30,1,10196,28,2212,351,0,4313
1864,12,1,11092,1967,128,117,0,4313
1865,38,1,11830,6,2455,654,0,4313
1866,61,1,12328,7376,122,2936,0,4313
1867,15,1,10455,7,735,116,0,4313
1868,63,1,10057,5,370,3030,0,4313
1869,36,1,10033,51,702,640,0,4313
1870,13,1,18248,31,247,122,0,4313
1871,56,1,10808,12318,2338,1862,0,4313
1872,22,1,12011,11849,1302,209,0,4375
1873,12,1,10206,46,128,117,0,4375
1874,51,1,11799,50,139,1775,0,4375
1875,15,1,10723,19,705,112,0,4375
1876,15,1,10081,10,700,113,0,4375
1877,14,1,10574,7,418,121,0,4375
1878,63,1,10680,14,376,3006,0,4375
1879,25,1,14052,15,129,347,0,4375
1880,63,1,13840,8,385,3177,0,4375
1881,20,1,9908,15,404,234,0,4375
1882,15,1,13567,5,742,115,0,4375
1883,12,1,10371,91,128,112,0,4375
1884,33,1,9748,32,127,639,0,4375
1885,36,1,14283,49,765,698,0,4375
1886,20,1,12067,2,437,235,0,4375
1887,19,1,9000,14959,228,226,0,4375
1888,28,1,18040,25,695,376,0,4375
1889,61,1,12636,10,138,3221,0,4375
1890,51,1,16729,47,132,1808,0,4375
1891,78,1,12741,41,4071,5846,0,4375
1892,56,1,11946,3,2262,1883,0,4375
1893,26,1,8473,3,231,375,0,4375
1894,0,1,8073,0,14,0,1,4375
1895,13,1,9585,7,240,126,0,4375
1896,13,1,14386,323,224,115,0,4438
1897,38,1,7994,5,2274,614,0,4438
1898,63,1,14119,13,371,3080,0,4438
1899,12,1,10405,28,122,119,0,4438
1900,19,1,9390,12,218,213,0,4438
1901,19,1,13952,14,208,200,0,4438
1902,12,1,10655,23,123,113,0,4438
1903,38,1,15646,12,2402,666,0,4438
1904,19,1,7879,5,223,227,0,4438
1905,13,1,14185,19,239,118,0,4438
1906,55,1,14401,52,1271,1874,0,4438
1907,77,1,15808,15,2341,5788,0,4438
1908,38,1,11773,6,2153,597,1,4438
1909,20,1,11237,6888,420,229,0,4438
1910,25,1,13163,14,130,383,0,4438
1911,54,1,16893,8,742,1947,0,4438
1912,34,1,14729,11,234,666,0,4438
1913,0,1,15180,7540,25,0,0,4438
1914,77,1,8457,9,2310,5615,0,4438
1915,52,1,17760,14,222,1873,0,4438
1916,14,1,12872,5,403,120,0,4438
1917,15,1,10154,10,676,114,0,4438
1918,15,1,9988,7,759,122,0,4438
1919,43,1,9739,14934,227,1083,0,4438
1920,12,1,12293,15,131,112,0,4500
1921,63,1,9357,1,399,3155,0,4500
1922,20,1,9320,5,405,214,0,4500
1923,30,1,10375,18,2184,343,0,4500
1924,12,1,8990,16,121,118,0,4500
1925,78,1,10551,135,4073,5576,0,4500
1926,0,1,11435,8,34,9,1,4500
1927,28,1,12288,11,707,361,4,4500
1928,22,1,12715,30,1299,210,0,4500
1929,18,1,12340,14260,113,200,1,4500
1930,15,1,8496,7,770,120,0,4500
1931,56,1,16770,8,2397,1938,0,4500
1932,33,1,15025,35,139,669,0,4500
1933,38,1,15110,3,2390,653,0,4500
1934,30,1,14659,26,2249,352,0,4500
1935,52,1,14600,7,222,1760,0,4500
1936,22,1,15324,35,1317,205,1,4500
1937,28,1,12739,22,699,378,0,4500
1938,19,1,15249,8,223,207,0,4500
1939,20,1,10633,12,414,229,0,4500
1940,0,0,7166,11,199,1747,0,4500
1941,33,1,12201,32,135,632,2,4500
1942,15,1,10602,9,713,116,0,4500
1943,14,1,16667,9,393,111,0,4500
1944,13,1,11287,14,228,121,0,4547
1945,56,1,11734,9,2262,1801,0,4547
1946,19,1,15492,15589,214,205,0,4547
1947,52,1,14895,6,236,1870,0,4547
1948,51,1,12664,45,122,1719,0,4547
1949,38,1,11175,9,2301,660,0,4547
1950,55,1,19147,38,1223,1836,0,4547
1951,61,1,9541,11,124,2992,0,4547
1952,13,1,11738,14,220,116,0,4547
1953,43,1,9903,4,217,1031,0,4547
1954,0,1,7744,5,13,0,0,4547
1955,0,0,6522,5,14,0,0,4547
1956,56,1,8540,7,2288,1852,0,4547
1957,63,1,16361,7,403,3340,0,4547
1958,56,1,11871,9,2118,1698,0,4547
1959,15,1,12183,13,670,110,0,4547
1960,29,1,10083,10,1278,353,0,4547
1961,38,1,10063,8,2122,583,0,4547
1962,30,1,11517,22,2359,366,0,4547
1963,43,1,9943,7,222,1027,0,4547
1964,34,1,14806,4,229,645,0,4547
1965,36,1,11562,38,681,619,1,4547
1966,35,1,9518,10,386,638,0,4547
1967,12,1,11511,31,120,121,0,4547
1968,22,1,8623,11,1261,204,0,4625
1969,29,1,10802,11,1217,338,0,4625
1970,55,1,9167,36,1212,1817,0,4625
1971,29,1,12667,13,1323,368,0,4625
1972,29,1,14139,18,1311,362,0,4625
1973,19,1,9503,28,215,209,0,4625
1974,77,1,8744,5954,2318,5701,1,4625
1975,30,1,9131,25,2082,333,0,4625
1976,43,1,10293,4,232,1114,0,4625
1977,19,1,8962,7,209,210,0,4625
1978,15,1,12031,11,745,124,0,4625
1979,27,1,14658,10,428,358,0,4625
1980,26,1,13803,13,232,394,0,4625
1981,15,1,12263,3,721,118,0,4625
1982,54,1,11819,73,694,1824,0,4625
1983,52,1,12695,11,208,1763,0,4625
1984,30,1,12436,3066,2179,349,0,4625
1985,30,1,8636,22,2158,344,0,4625
